province,province_id,district,district_id,ward,ward_id,ward_level,area,pop_density,population,children_0_14,female_15_54,male_15_59,elders,no_household,no_household_w_home
Thanh pho Ha Noi,1,Quan Ba Dinh,1,Phuong Phuc Xa,1,Phuong,0.894,24.562,"21,946","1,238","7,796","8,321","4,591","5,863","5,855"
Thanh pho Ha Noi,1,Quan Ba Dinh,1,Phuong Truc Bach,4,Phuong,0.506,13.962,"7,065",320,"2,301","2,475","1,969","1,948","1,948"
Thanh pho Ha Noi,1,Quan Ba Dinh,1,Phuong Vinh Phuc,6,Phuong,0.715,33.376,"23,867","1,486","8,557","8,997","4,827","6,314","6,298"
Thanh pho Ha Noi,1,Quan Ba Dinh,1,Phuong Cong Vi,7,Phuong,0.538,29.723,"15,979",856,"5,577","5,983","3,563","4,357","4,349"
Thanh pho Ha Noi,1,Quan Ba Dinh,1,Phuong Lieu Giai,8,Phuong,0.681,30.974,"21,084","1,153","7,400","7,819","4,712","5,639","5,637"
Thanh pho Ha Noi,1,Quan Ba Dinh,1,Phuong Nguyen Trung Truc,10,Phuong,0.161,47.739,"7,705",377,"2,651","2,661","2,016","2,127","2,127"
Thanh pho Ha Noi,1,Quan Ba Dinh,1,Phuong Quan Thanh,13,Phuong,0.778,10.188,"7,923",351,"2,404","2,918","2,250","2,078","2,076"
Thanh pho Ha Noi,1,Quan Ba Dinh,1,Phuong Ngoc Ha,16,Phuong,0.824,23.483,"19,357",944,"6,784","7,129","4,500","5,257","5,214"
Thanh pho Ha Noi,1,Quan Ba Dinh,1,Phuong Dien Bien,19,Phuong,0.942,9.464,"8,912",416,"2,907","3,097","2,492","2,463","2,458"
Thanh pho Ha Noi,1,Quan Ba Dinh,1,Phuong Doi Can,22,Phuong,0.405,35.503,"14,375",714,"4,939","5,091","3,631","3,812","3,806"
Thanh pho Ha Noi,1,Quan Ba Dinh,1,Phuong Ngoc Khanh,25,Phuong,1.016,20.038,"20,363","1,101","7,384","7,398","4,480","5,847","5,839"
Thanh pho Ha Noi,1,Quan Ba Dinh,1,Phuong Kim Ma,28,Phuong,0.486,29.327,"14,259",694,"5,039","5,142","3,384","4,029","4,018"
Thanh pho Ha Noi,1,Quan Ba Dinh,1,Phuong Giang Vo,31,Phuong,0.62,28.497,"17,665",829,"6,440","6,609","3,787","5,183","5,182"
Thanh pho Ha Noi,1,Quan Ba Dinh,1,Phuong Thanh Cong,34,Phuong,0.642,33.302,"21,393","1,145","7,898","7,862","4,488","6,342","6,323"
Thanh pho Ha Noi,1,Quan Hoan Kiem,2,Phuong Phuc Tan,37,Phuong,0.76,22.179,"16,856","3,331","4,966","5,531","3,028","4,638","4,628"
Thanh pho Ha Noi,1,Quan Hoan Kiem,2,Phuong Dong Xuan,40,Phuong,0.17,55.288,"9,399","1,639","2,735","2,774","2,251","2,402","2,400"
Thanh pho Ha Noi,1,Quan Hoan Kiem,2,Phuong Hang Ma,43,Phuong,0.15,46.473,"6,971","1,195","1,836","1,962","1,978","1,836","1,834"
Thanh pho Ha Noi,1,Quan Hoan Kiem,2,Phuong Hang Buom,46,Phuong,0.13,41.285,"5,367",895,"1,400","1,577","1,495","1,531","1,529"
Thanh pho Ha Noi,1,Quan Hoan Kiem,2,Phuong Hang Dao,49,Phuong,0.07,77.043,"5,393",863,"1,499","1,530","1,501","1,553","1,553"
Thanh pho Ha Noi,1,Quan Hoan Kiem,2,Phuong Hang Bo,52,Phuong,0.09,58.256,"5,243",916,"1,447","1,444","1,436","1,480","1,476"
Thanh pho Ha Noi,1,Quan Hoan Kiem,2,Phuong Cua Dong,55,Phuong,0.14,44.071,"6,170","1,002","1,668","1,823","1,677","1,802","1,799"
Thanh pho Ha Noi,1,Quan Hoan Kiem,2,Phuong Ly Thai To,58,Phuong,0.23,22.4,"5,152",950,"1,410","1,492","1,300","1,391","1,389"
Thanh pho Ha Noi,1,Quan Hoan Kiem,2,Phuong Hang Bac,61,Phuong,0.09,57.711,"5,194",776,"1,458","1,608","1,352","1,372","1,346"
Thanh pho Ha Noi,1,Quan Hoan Kiem,2,Phuong Hang Gai,64,Phuong,0.09,64.3,"5,787",979,"1,584","1,636","1,588","1,587","1,586"
Thanh pho Ha Noi,1,Quan Hoan Kiem,2,Phuong Chuong Duong,67,Phuong,1.017,22.562,"22,946","4,547","6,669","7,048","4,682","6,554","6,518"
Thanh pho Ha Noi,1,Quan Hoan Kiem,2,Phuong Hang Trong,70,Phuong,0.35,15.783,"5,524",967,"1,464","1,589","1,504","1,397","1,393"
Thanh pho Ha Noi,1,Quan Hoan Kiem,2,Phuong Cua Nam,73,Phuong,0.253,25.277,"6,385","1,093","1,706","1,770","1,816","1,856","1,856"
Thanh pho Ha Noi,1,Quan Hoan Kiem,2,Phuong Hang Bong,76,Phuong,0.18,40.033,"7,206","1,398","2,057","2,081","1,670","1,737","1,726"
Thanh pho Ha Noi,1,Quan Hoan Kiem,2,Phuong Trang Tien,79,Phuong,0.386,12.062,"4,656",864,"1,332","1,230","1,230","1,164","1,163"
Thanh pho Ha Noi,1,Quan Hoan Kiem,2,Phuong Tran Hung Dao,82,Phuong,0.5,14.078,"7,039","1,237","1,943","1,916","1,943","2,025","2,021"
Thanh pho Ha Noi,1,Quan Hoan Kiem,2,Phuong Phan Chu Trinh,85,Phuong,0.406,11.936,"4,846",832,"1,302","1,396","1,316","1,426","1,425"
Thanh pho Ha Noi,1,Quan Hoan Kiem,2,Phuong Hang Bai,88,Phuong,0.276,19.87,"5,484",954,"1,459","1,515","1,556","1,563","1,551"
Thanh pho Ha Noi,1,Quan Tay Ho,3,Phuong Phu Thuong,91,Phuong,6.53,3.993,"26,071","6,493","7,465","7,670","4,443","6,666","6,620"
Thanh pho Ha Noi,1,Quan Tay Ho,3,Phuong Nhat Tan,94,Phuong,3.759,4.149,"15,597","3,598","4,524","4,751","2,724","4,554","4,554"
Thanh pho Ha Noi,1,Quan Tay Ho,3,Phuong Tu Lien,97,Phuong,2.91,6.31,"18,360","4,095","5,185","5,508","3,572","4,799","4,777"
Thanh pho Ha Noi,1,Quan Tay Ho,3,Phuong Quang An,100,Phuong,3.779,2.723,"10,290","2,094","2,777","2,945","2,474","2,609","2,606"
Thanh pho Ha Noi,1,Quan Tay Ho,3,Phuong Xuan La,103,Phuong,2.402,11.45,"27,500","6,233","8,517","8,689","4,061","7,740","7,726"
Thanh pho Ha Noi,1,Quan Tay Ho,3,Phuong Yen Phu,106,Phuong,1.472,15.832,"23,301","4,786","6,424","6,804","5,287","6,183","6,160"
Thanh pho Ha Noi,1,Quan Tay Ho,3,Phuong Buoi,109,Phuong,1.484,16.702,"24,778","5,015","6,782","7,163","5,818","6,507","6,485"
Thanh pho Ha Noi,1,Quan Tay Ho,3,Phuong Thuy Khue,112,Phuong,2.057,7.095,"14,598","2,874","4,026","4,157","3,541","4,015","4,005"
Thanh pho Ha Noi,1,Quan Long Bien,4,Phuong Thuong Thanh,115,Phuong,4.586,6.31,"28,936","7,451","8,164","8,722","4,599","7,899","7,878"
Thanh pho Ha Noi,1,Quan Long Bien,4,Phuong Ngoc Thuy,118,Phuong,8.77,4.511,"39,565","10,075","11,105","11,838","6,547","10,134","10,117"
Thanh pho Ha Noi,1,Quan Long Bien,4,Phuong Giang Bien,121,Phuong,4.345,5.596,"24,315","7,436","6,898","6,867","3,114","6,633","6,623"
Thanh pho Ha Noi,1,Quan Long Bien,4,Phuong Duc Giang,124,Phuong,2.507,11.047,"27,694","6,649","7,753","8,270","5,022","7,403","7,383"
Thanh pho Ha Noi,1,Quan Long Bien,4,Phuong Viet Hung,127,Phuong,3.744,5.976,"22,375","6,123","6,344","6,518","3,390","5,849","5,834"
Thanh pho Ha Noi,1,Quan Long Bien,4,Phuong Gia Thuy,130,Phuong,1.424,10.587,"15,076","3,708","4,293","4,303","2,772","4,105","4,100"
Thanh pho Ha Noi,1,Quan Long Bien,4,Phuong Ngoc Lam,133,Phuong,1.196,20.003,"23,923","5,178","6,674","7,012","5,059","6,364","6,355"
Thanh pho Ha Noi,1,Quan Long Bien,4,Phuong Phuc Loi,136,Phuong,6.263,3.037,"19,019","5,166","5,345","5,608","2,900","5,174","5,165"
Thanh pho Ha Noi,1,Quan Long Bien,4,Phuong Bo De,139,Phuong,3.679,8.553,"31,466","7,431","9,025","9,353","5,657","8,346","8,273"
Thanh pho Ha Noi,1,Quan Long Bien,4,Phuong Sai Dong,142,Phuong,0.859,20.553,"17,655","4,410","4,910","5,200","3,135","4,690","4,678"
Thanh pho Ha Noi,1,Quan Long Bien,4,Phuong Long Bien,145,Phuong,7.879,2.796,"22,028","5,979","6,348","6,635","3,066","5,904","5,866"
Thanh pho Ha Noi,1,Quan Long Bien,4,Phuong Thach Ban,148,Phuong,5.185,5.097,"26,427","7,027","7,764","8,182","3,454","7,459","7,434"
Thanh pho Ha Noi,1,Quan Long Bien,4,Phuong Phuc Dong,151,Phuong,4.535,3.134,"14,211","3,872","4,094","4,221","2,024","3,798","3,788"
Thanh pho Ha Noi,1,Quan Long Bien,4,Phuong Cu Khoi,154,Phuong,4.849,2.033,"9,859","2,645","2,747","2,907","1,560","2,477","2,467"
Thanh pho Ha Noi,1,Quan Cau Giay,5,Phuong Nghia Do,157,Phuong,1.342,25.805,"34,636","7,469","10,010","10,482","6,675","9,700","9,682"
Thanh pho Ha Noi,1,Quan Cau Giay,5,Phuong Nghia Tan,160,Phuong,0.573,38.015,"21,794","5,032","6,648","6,165","3,949","5,950","5,937"
Thanh pho Ha Noi,1,Quan Cau Giay,5,Phuong Mai Dich,163,Phuong,1.998,20.28,"40,511","6,822","15,848","13,385","4,456","13,223","13,196"
Thanh pho Ha Noi,1,Quan Cau Giay,5,Phuong Dich Vong,166,Phuong,1.353,20.87,"28,226","6,531","9,125","8,635","3,935","8,634","8,630"
Thanh pho Ha Noi,1,Quan Cau Giay,5,Phuong Dich Vong Hau,167,Phuong,1.605,19.649,"31,541","5,442","13,187","9,132","3,780","8,356","8,341"
Thanh pho Ha Noi,1,Quan Cau Giay,5,Phuong Quan Hoa,169,Phuong,0.889,39.264,"34,886","5,621","12,808","12,086","4,371","12,637","12,634"
Thanh pho Ha Noi,1,Quan Cau Giay,5,Phuong Yen Hoa,172,Phuong,2.062,22.683,"46,766","10,222","14,795","14,701","7,048","13,962","13,747"
Thanh pho Ha Noi,1,Quan Cau Giay,5,Phuong Trung Hoa,175,Phuong,2.496,21.706,"54,176","11,630","18,687","16,271","7,588","16,934","16,923"
Thanh pho Ha Noi,1,Quan Dong Da,6,Phuong Cat Linh,178,Phuong,0.367,30.477,"11,185","2,023","3,112","3,338","2,712","3,131","3,131"
Thanh pho Ha Noi,1,Quan Dong Da,6,Phuong Van Mieu,181,Phuong,0.291,32.832,"9,554","1,762","2,616","2,710","2,466","2,870","2,869"
Thanh pho Ha Noi,1,Quan Dong Da,6,Phuong Quoc Tu Giam,184,Phuong,0.19,42.563,"8,087","1,436","2,328","2,336","1,987","2,351","2,348"
Thanh pho Ha Noi,1,Quan Dong Da,6,Phuong Lang Thuong,187,Phuong,1.225,31.978,"39,173","5,753","16,411","11,742","5,267","13,358","13,334"
Thanh pho Ha Noi,1,Quan Dong Da,6,Phuong O Cho Dua,190,Phuong,1.132,30.07,"34,039","6,518","10,227","9,699","7,595","8,988","8,983"
Thanh pho Ha Noi,1,Quan Dong Da,6,Phuong Van Chuong,193,Phuong,0.334,49.743,"16,614","2,961","4,790","4,962","3,901","5,017","5,017"
Thanh pho Ha Noi,1,Quan Dong Da,6,Phuong Hang Bot,196,Phuong,0.315,58.333,"18,375","3,590","5,206","5,405","4,174","5,175","5,173"
Thanh pho Ha Noi,1,Quan Dong Da,6,Phuong Lang Ha,199,Phuong,0.968,30.885,"29,897","5,597","9,251","9,036","6,013","8,341","8,337"
Thanh pho Ha Noi,1,Quan Dong Da,6,Phuong Kham Thien,202,Phuong,0.183,52.432,"9,595","1,853","2,516","2,761","2,465","2,628","2,623"
Thanh pho Ha Noi,1,Quan Dong Da,6,Phuong Tho Quan,205,Phuong,0.29,59.993,"17,398","3,249","4,962","5,132","4,055","4,790","4,789"
Thanh pho Ha Noi,1,Quan Dong Da,6,Phuong Nam Dong,208,Phuong,0.411,35.818,"14,721","2,979","4,189","4,165","3,388","4,268","4,253"
Thanh pho Ha Noi,1,Quan Dong Da,6,Phuong Trung Phung,211,Phuong,0.236,70.369,"16,607","3,174","4,823","5,040","3,570","4,821","4,821"
Thanh pho Ha Noi,1,Quan Dong Da,6,Phuong Quang Trung,214,Phuong,0.411,35.119,"14,434","2,337","5,562","3,942","2,593","3,667","3,664"
Thanh pho Ha Noi,1,Quan Dong Da,6,Phuong Trung Liet,217,Phuong,0.764,34.52,"26,373","4,686","8,268","8,126","5,293","6,898","6,891"
Thanh pho Ha Noi,1,Quan Dong Da,6,Phuong Phuong Lien,220,Phuong,0.438,38.863,"17,022","3,232","4,821","5,114","3,855","5,042","5,033"
Thanh pho Ha Noi,1,Quan Dong Da,6,Phuong Thinh Quang,223,Phuong,0.448,40.627,"18,201","3,514","5,475","5,408","3,804","5,266","5,262"
Thanh pho Ha Noi,1,Quan Dong Da,6,Phuong Trung Tu,226,Phuong,0.418,31.299,"13,083","2,080","4,614","4,051","2,338","3,087","3,087"
Thanh pho Ha Noi,1,Quan Dong Da,6,Phuong Kim Lien,229,Phuong,0.338,41.692,"14,092","2,875","4,094","4,075","3,048","4,067","4,066"
Thanh pho Ha Noi,1,Quan Dong Da,6,Phuong Phuong Mai,232,Phuong,0.617,32.308,"19,934","4,407","5,694","5,684","4,149","5,715","5,715"
Thanh pho Ha Noi,1,Quan Dong Da,6,Phuong Nga Tu So,235,Phuong,0.234,32.705,"7,653","1,536","2,283","2,300","1,534","2,420","2,419"
Thanh pho Ha Noi,1,Quan Dong Da,6,Phuong Khuong Thuong,238,Phuong,0.339,45.926,"15,569","2,782","4,970","4,932","2,885","4,872","4,842"
Thanh pho Ha Noi,1,Quan Hai Ba Trung,7,Phuong Nguyen Du,241,Phuong,0.37,16.157,"5,978","1,015","1,567","1,834","1,562","1,608","1,608"
Thanh pho Ha Noi,1,Quan Hai Ba Trung,7,Phuong Bach Dang,244,Phuong,1.099,18.009,"19,795","3,550","5,669","6,076","4,500","5,327","5,323"
Thanh pho Ha Noi,1,Quan Hai Ba Trung,7,Phuong Pham Dinh Ho,247,Phuong,0.301,22.669,"6,812","1,231","1,865","1,907","1,809","2,121","2,120"
Thanh pho Ha Noi,1,Quan Hai Ba Trung,7,Phuong Bui Thi Xuan,250,Phuong,0.141,27.212,"3,826",628,946,"1,052","1,200","1,212","1,212"
Thanh pho Ha Noi,1,Quan Hai Ba Trung,7,Phuong Ngo Thi Nham,253,Phuong,0.192,26.137,"5,013",828,"1,260","1,344","1,581","1,540","1,540"
Thanh pho Ha Noi,1,Quan Hai Ba Trung,7,Phuong Le Dai Hanh,256,Phuong,0.868,9.75,"8,464","1,591","2,263","2,276","2,334","2,449","2,449"
Thanh pho Ha Noi,1,Quan Hai Ba Trung,7,Phuong Dong Nhan,259,Phuong,0.149,58.205,"8,690","1,618","2,655","2,409","2,008","2,467","2,466"
Thanh pho Ha Noi,1,Quan Hai Ba Trung,7,Phuong Pho Hue,262,Phuong,0.202,44.42,"8,955","1,612","2,426","2,599","2,318","2,531","2,527"
Thanh pho Ha Noi,1,Quan Hai Ba Trung,7,Phuong Dong Mac,265,Phuong,0.153,56.59,"8,647","1,634","2,373","2,433","2,207","2,473","2,472"
Thanh pho Ha Noi,1,Quan Hai Ba Trung,7,Phuong Thanh Luong,268,Phuong,1.571,15.79,"24,812","4,998","6,992","7,308","5,514","7,040","7,039"
Thanh pho Ha Noi,1,Quan Hai Ba Trung,7,Phuong Thanh Nhan,271,Phuong,0.736,28.764,"21,170","4,135","5,985","6,363","4,687","6,052","6,045"
Thanh pho Ha Noi,1,Quan Hai Ba Trung,7,Phuong Cau Den,274,Phuong,0.17,69.558,"11,797","2,137","3,330","3,812","2,518","3,080","3,077"
Thanh pho Ha Noi,1,Quan Hai Ba Trung,7,Phuong Bach Khoa,277,Phuong,0.521,26.76,"13,950","1,858","4,464","5,293","2,335","2,785","2,772"
Thanh pho Ha Noi,1,Quan Hai Ba Trung,7,Phuong Dong Tam,280,Phuong,0.514,38.843,"19,973","2,932","7,076","6,467","3,498","4,511","4,509"
Thanh pho Ha Noi,1,Quan Hai Ba Trung,7,Phuong Vinh Tuy,283,Phuong,1.602,32.229,"51,644","12,063","15,216","15,000","9,365","14,934","14,899"
Thanh pho Ha Noi,1,Quan Hai Ba Trung,7,Phuong Bach Mai,286,Phuong,0.256,63.392,"16,241","3,064","4,586","4,981","3,610","4,472","4,471"
Thanh pho Ha Noi,1,Quan Hai Ba Trung,7,Phuong Quynh Mai,289,Phuong,0.168,70.98,"11,946","2,465","3,379","3,455","2,647","3,588","3,588"
Thanh pho Ha Noi,1,Quan Hai Ba Trung,7,Phuong Quynh Loi,292,Phuong,0.253,58.493,"14,787","2,957","4,089","4,487","3,254","4,204","4,195"
Thanh pho Ha Noi,1,Quan Hai Ba Trung,7,Phuong Minh Khai,295,Phuong,0.472,41.996,"19,822","4,130","5,670","5,924","4,098","5,651","5,646"
Thanh pho Ha Noi,1,Quan Hai Ba Trung,7,Phuong Truong Dinh,298,Phuong,0.52,40.869,"21,264","3,895","6,244","6,782","4,343","6,178","6,139"
Thanh pho Ha Noi,1,Quan Hoang Mai,8,Phuong Thanh Tri,301,Phuong,3.85,6.522,"25,110","6,160","7,198","8,164","3,588","7,465","7,444"
Thanh pho Ha Noi,1,Quan Hoang Mai,8,Phuong Vinh Hung,304,Phuong,1.75,22.087,"38,652","9,902","11,701","12,246","4,803","11,380","11,354"
Thanh pho Ha Noi,1,Quan Hoang Mai,8,Phuong Dinh Cong,307,Phuong,2.76,17.634,"48,671","12,128","14,296","15,127","7,120","13,882","13,848"
Thanh pho Ha Noi,1,Quan Hoang Mai,8,Phuong Mai Dong,310,Phuong,0.82,59.715,"48,966","11,099","14,968","14,695","8,204","13,982","13,972"
Thanh pho Ha Noi,1,Quan Hoang Mai,8,Phuong Tuong Mai,313,Phuong,2.75,10.307,"28,344","6,070","8,238","8,484","5,552","8,280","8,264"
Thanh pho Ha Noi,1,Quan Hoang Mai,8,Phuong Dai Kim,316,Phuong,0.51,95.108,"48,505","13,738","14,553","14,784","5,430","13,986","13,980"
Thanh pho Ha Noi,1,Quan Hoang Mai,8,Phuong Tan Mai,319,Phuong,0.74,33.139,"24,523","5,554","6,944","7,351","4,674","6,785","6,784"
Thanh pho Ha Noi,1,Quan Hoang Mai,8,Phuong Hoang Van Thu,322,Phuong,1.72,22.959,"39,489","7,951","11,959","13,225","6,354","12,660","12,650"
Thanh pho Ha Noi,1,Quan Hoang Mai,8,Phuong Giap Bat,325,Phuong,0.6,27.708,"16,625","3,241","4,875","5,377","3,132","4,757","4,750"
Thanh pho Ha Noi,1,Quan Hoang Mai,8,Phuong Linh Nam,328,Phuong,5.57,5.548,"30,900","8,266","8,937","9,735","3,962","8,768","8,708"
Thanh pho Ha Noi,1,Quan Hoang Mai,8,Phuong Thinh Liet,331,Phuong,3.16,12.749,"40,286","9,983","11,729","12,929","5,645","11,924","11,850"
Thanh pho Ha Noi,1,Quan Hoang Mai,8,Phuong Tran Phu,334,Phuong,3.78,3.744,"14,152","3,849","4,019","4,203","2,081","4,053","4,044"
Thanh pho Ha Noi,1,Quan Hoang Mai,8,Phuong Hoang Liet,337,Phuong,4.87,16.19,"78,845","23,076","24,331","24,303","7,135","22,186","22,152"
Thanh pho Ha Noi,1,Quan Hoang Mai,8,Phuong Yen So,340,Phuong,7.44,3.129,"23,279","6,373","6,741","7,225","2,940","6,610","6,506"
Thanh pho Ha Noi,1,Quan Thanh Xuan,9,Phuong Nhan Chinh,343,Phuong,1.608,31.899,"51,306","10,489","17,043","16,207","7,567","14,710","14,590"
Thanh pho Ha Noi,1,Quan Thanh Xuan,9,Phuong Thuong Dinh,346,Phuong,0.665,43.641,"29,021","6,113","8,969","8,643","5,296","8,341","8,338"
Thanh pho Ha Noi,1,Quan Thanh Xuan,9,Phuong Khuong Trung,349,Phuong,0.737,48.429,"35,687","7,357","11,030","10,934","6,366","10,258","10,256"
Thanh pho Ha Noi,1,Quan Thanh Xuan,9,Phuong Khuong Mai,352,Phuong,1.066,20.526,"21,885","4,623","6,211","6,283","4,768","5,394","5,390"
Thanh pho Ha Noi,1,Quan Thanh Xuan,9,Phuong Thanh Xuan Trung,355,Phuong,1.085,28.923,"31,370","7,838","9,632","9,240","4,660","9,157","9,103"
Thanh pho Ha Noi,1,Quan Thanh Xuan,9,Phuong Phuong Liet,358,Phuong,0.938,26.255,"24,619","4,902","7,330","7,690","4,697","6,825","6,806"
Thanh pho Ha Noi,1,Quan Thanh Xuan,9,Phuong Ha Dinh,361,Phuong,0.692,26.161,"18,111","3,951","5,612","5,801","2,747","5,280","5,262"
Thanh pho Ha Noi,1,Quan Thanh Xuan,9,Phuong Khuong Dinh,364,Phuong,1.3,27.135,"35,286","8,417","10,840","11,346","4,683","10,316","10,193"
Thanh pho Ha Noi,1,Quan Thanh Xuan,9,Phuong Thanh Xuan Bac,367,Phuong,0.476,43.383,"20,659","4,270","6,907","6,051","3,431","5,458","5,450"
Thanh pho Ha Noi,1,Quan Thanh Xuan,9,Phuong Thanh Xuan Nam,370,Phuong,0.308,40.337,"12,436","2,422","4,155","3,921","1,938","3,507","3,505"
Thanh pho Ha Noi,1,Quan Thanh Xuan,9,Phuong Kim Giang,373,Phuong,0.214,61.507,"13,144","3,352","3,804","3,786","2,202","3,735","3,732"
Thanh pho Ha Noi,1,Huyen Soc Son,16,Thi tran Soc Son,376,Thi tran,0.937,5.176,"4,849","1,266","1,309","1,409",865,"1,250","1,248"
Thanh pho Ha Noi,1,Huyen Soc Son,16,Xa Bac Son,379,Xa,30.054,0.566,"17,017","4,719","4,771","5,388","2,139","4,281","4,244"
Thanh pho Ha Noi,1,Huyen Soc Son,16,Xa Minh Tri,382,Xa,23.892,0.616,"14,729","4,047","4,215","4,576","1,891","3,792","3,684"
Thanh pho Ha Noi,1,Huyen Soc Son,16,Xa Hong Ky,385,Xa,14.38,0.873,"12,559","3,342","3,531","3,765","1,921","3,120","3,077"
Thanh pho Ha Noi,1,Huyen Soc Son,16,Xa Nam Son,388,Xa,24.416,0.386,"9,422","2,519","2,659","2,905","1,339","2,347","2,333"
Thanh pho Ha Noi,1,Huyen Soc Son,16,Xa Trung Gia,391,Xa,8.671,1.699,"14,732","3,919","4,182","4,427","2,204","3,762","3,688"
Thanh pho Ha Noi,1,Huyen Soc Son,16,Xa Tan Hung,394,Xa,9.158,1.25,"11,448","2,828","3,275","3,608","1,737","2,626","2,606"
Thanh pho Ha Noi,1,Huyen Soc Son,16,Xa Minh Phu,397,Xa,17.975,0.747,"13,430","3,587","3,831","4,205","1,807","3,355","3,347"
Thanh pho Ha Noi,1,Huyen Soc Son,16,Xa Phu Linh,400,Xa,14.045,0.876,"12,308","3,283","3,628","3,596","1,801","3,005","2,961"
Thanh pho Ha Noi,1,Huyen Soc Son,16,Xa Bac Phu,403,Xa,11.341,1.02,"11,572","3,028","3,194","3,716","1,634","2,716","2,703"
Thanh pho Ha Noi,1,Huyen Soc Son,16,Xa Tan Minh,406,Xa,12.469,1.44,"17,953","4,630","4,688","6,147","2,488","4,307","4,275"
Thanh pho Ha Noi,1,Huyen Soc Son,16,Xa Quang Tien,409,Xa,12.977,0.874,"11,339","3,332","3,197","3,489","1,321","2,861","2,856"
Thanh pho Ha Noi,1,Huyen Soc Son,16,Xa Hien Ninh,412,Xa,13.137,0.996,"13,081","3,741","3,663","4,005","1,672","3,195","3,167"
