province,province_id,district,district_id,ward,ward_id,ward_level,area,pop_density,population,children_0_14,female_15_54,male_15_59,elders,no_household,no_household_w_home
Thanh pho Ha Noi,1,Thi xa Son Tay,269,Xa Son Dong,9613,Xa,20.463,0.731,"14,950","3,842","4,210","4,613","2,285","3,896","3,869"
Thanh pho Ha Noi,1,Thi xa Son Tay,269,Xa Co Dong,9616,Xa,26.016,0.645,"16,781","4,724","4,798","4,923","2,336","4,422","4,400"
Thanh pho Ha Noi,1,Huyen Ba Vi,271,Thi tran Tay Dang,9619,Thi tran,12.082,1.29,"15,582","4,346","3,999","4,569","2,668","3,858","3,813"
Thanh pho Ha Noi,1,Huyen Ba Vi,271,Xa Phu Cuong,9625,Xa,9.271,0.568,"5,268","1,154","1,293","1,569","1,252","1,543","1,532"
Thanh pho Ha Noi,1,Huyen Ba Vi,271,Xa Co Do,9628,Xa,8.602,0.955,"8,211","1,767","2,142","2,617","1,685","2,067","2,057"
Thanh pho Ha Noi,1,Huyen Ba Vi,271,Xa Tan Hong,9631,Xa,8.914,1.393,"12,417","2,790","3,182","3,694","2,751","3,303","3,278"
Thanh pho Ha Noi,1,Huyen Ba Vi,271,Xa Van Thang,9634,Xa,9.994,1.546,"15,446","4,388","4,008","4,685","2,365","4,047","4,003"
Thanh pho Ha Noi,1,Huyen Ba Vi,271,Xa Chau Son,9637,Xa,3.592,1.298,"4,661","1,061","1,223","1,458",919,"1,259","1,252"
Thanh pho Ha Noi,1,Huyen Ba Vi,271,Xa Phong Van,9640,Xa,4.818,1.429,"6,887","1,616","1,847","2,087","1,337","1,831","1,812"
Thanh pho Ha Noi,1,Huyen Ba Vi,271,Xa Phu Dong,9643,Xa,3.606,1.417,"5,109","1,302","1,311","1,522",974,"1,349","1,341"
Thanh pho Ha Noi,1,Huyen Ba Vi,271,Xa Phu Phuong,9646,Xa,4.355,1.355,"5,901","1,295","1,536","1,848","1,222","1,509","1,505"
Thanh pho Ha Noi,1,Huyen Ba Vi,271,Xa Phu Chau,9649,Xa,9.914,1.103,"10,938","2,603","2,797","3,431","2,107","2,829","2,820"
Thanh pho Ha Noi,1,Huyen Ba Vi,271,Xa Thai Hoa,9652,Xa,5.634,1.572,"8,855","2,222","2,360","2,709","1,564","2,302","2,276"
Thanh pho Ha Noi,1,Huyen Ba Vi,271,Xa Dong Thai,9655,Xa,8.243,1.53,"12,609","3,560","3,335","3,833","1,881","2,870","2,836"
Thanh pho Ha Noi,1,Huyen Ba Vi,271,Xa Phu Son,9658,Xa,13.744,0.711,"9,769","2,414","2,653","3,113","1,589","2,457","2,448"
Thanh pho Ha Noi,1,Huyen Ba Vi,271,Xa Minh Chau,9661,Xa,5.633,1.043,"5,873","1,585","1,533","1,704","1,051","1,262","1,251"
Thanh pho Ha Noi,1,Huyen Ba Vi,271,Xa Vat Lai,9664,Xa,14.431,0.965,"13,932","4,066","3,658","4,172","2,036","2,969","2,945"
Thanh pho Ha Noi,1,Huyen Ba Vi,271,Xa Chu Minh,9667,Xa,5.065,1.568,"7,940","2,125","2,043","2,386","1,386","1,756","1,746"
Thanh pho Ha Noi,1,Huyen Ba Vi,271,Xa Tong Bat,9670,Xa,8.242,1.219,"10,048","2,419","2,673","3,113","1,843","2,235","2,208"
Thanh pho Ha Noi,1,Huyen Ba Vi,271,Xa Cam Linh,9673,Xa,26.622,0.444,"11,809","3,295","3,006","3,465","2,043","3,156","3,136"
Thanh pho Ha Noi,1,Huyen Ba Vi,271,Xa Son Da,9676,Xa,12.094,0.768,"9,289","2,129","2,503","2,887","1,770","2,196","2,186"
Thanh pho Ha Noi,1,Huyen Ba Vi,271,Xa Dong Quang,9679,Xa,3.82,1.358,"5,186","1,348","1,339","1,582",917,"1,242","1,230"
Thanh pho Ha Noi,1,Huyen Ba Vi,271,Xa Tien Phong,9682,Xa,8.759,0.925,"8,103","2,141","2,149","2,472","1,341","2,182","2,175"
Thanh pho Ha Noi,1,Huyen Ba Vi,271,Xa Thuy An,9685,Xa,16.478,0.587,"9,671","2,575","2,517","2,996","1,583","2,217","2,199"
Thanh pho Ha Noi,1,Huyen Ba Vi,271,Xa Cam Thuong,9688,Xa,8.274,0.884,"7,312","1,868","1,914","2,165","1,365","1,787","1,759"
Thanh pho Ha Noi,1,Huyen Ba Vi,271,Xa Thuan My,9691,Xa,12.406,0.495,"6,139","1,337","1,699","1,999","1,104","1,439","1,439"
Thanh pho Ha Noi,1,Huyen Ba Vi,271,Xa Tan Linh,9694,Xa,27.742,0.55,"15,269","3,994","4,133","4,555","2,587","3,925","3,913"
Thanh pho Ha Noi,1,Huyen Ba Vi,271,Xa Ba Trai,9697,Xa,20.173,0.722,"14,558","3,787","4,041","4,433","2,297","3,446","3,407"
Thanh pho Ha Noi,1,Huyen Ba Vi,271,Xa Minh Quang,9700,Xa,27.909,0.453,"12,635","2,899","3,499","4,054","2,183","3,057","3,054"
Thanh pho Ha Noi,1,Huyen Ba Vi,271,Xa Ba Vi,9703,Xa,25.407,0.09,"2,279",561,659,814,245,522,522
Thanh pho Ha Noi,1,Huyen Ba Vi,271,Xa Van Hoa,9706,Xa,32.914,0.353,"11,618","2,985","3,220","3,769","1,644","2,998","2,980"
Thanh pho Ha Noi,1,Huyen Ba Vi,271,Xa Yen Bai,9709,Xa,35.419,0.25,"8,846","2,213","2,316","3,238","1,079","1,975","1,972"
Thanh pho Ha Noi,1,Huyen Ba Vi,271,Xa Khanh Thuong,9712,Xa,28.848,0.292,"8,420","1,986","2,356","2,765","1,313","1,999","1,992"
Thanh pho Ha Noi,1,Huyen Phuc Tho,272,Thi tran Phuc Tho,9715,Thi tran,3.738,2.333,"8,720","2,251","2,376","2,602","1,491","2,248","2,210"
Thanh pho Ha Noi,1,Huyen Phuc Tho,272,Xa Van Ha,9718,Xa,5.231,0.405,"2,118",540,549,647,382,494,489
Thanh pho Ha Noi,1,Huyen Phuc Tho,272,Xa Van Phuc,9721,Xa,6.335,0.997,"6,314","1,534","1,675","1,849","1,256","1,624","1,605"
Thanh pho Ha Noi,1,Huyen Phuc Tho,272,Xa Van Nam,9724,Xa,5.248,1.238,"6,495","1,484","1,699","1,945","1,367","1,640","1,630"
Thanh pho Ha Noi,1,Huyen Phuc Tho,272,Xa Xuan Phu,9727,Xa,4.902,1.169,"5,732","1,392","1,434","1,697","1,209","1,533","1,529"
Thanh pho Ha Noi,1,Huyen Phuc Tho,272,Xa Phuong Do,9730,Xa,4.26,0.401,"1,710",470,412,458,370,442,440
Thanh pho Ha Noi,1,Huyen Phuc Tho,272,Xa Sen Chieu,9733,Xa,2.339,4.294,"10,042","2,595","2,633","3,083","1,731","2,763","2,737"
Thanh pho Ha Noi,1,Huyen Phuc Tho,272,Xa Cam Dinh,9736,Xa,5.551,0.555,"3,080",733,791,857,699,885,883
Thanh pho Ha Noi,1,Huyen Phuc Tho,272,Xa Vong Xuyen,9739,Xa,7.478,2.284,"17,082","4,302","4,621","5,333","2,826","4,232","4,211"
Thanh pho Ha Noi,1,Huyen Phuc Tho,272,Xa Tho Loc,9742,Xa,6.761,1.302,"8,804","1,986","2,752","2,717","1,349","2,008","1,993"
Thanh pho Ha Noi,1,Huyen Phuc Tho,272,Xa Long Xuyen,9745,Xa,3.259,2.567,"8,366","2,170","2,141","2,475","1,580","2,310","2,283"
Thanh pho Ha Noi,1,Huyen Phuc Tho,272,Xa Thuong Coc,9748,Xa,4.362,1.256,"5,477","1,302","1,471","1,750",954,"1,270","1,269"
Thanh pho Ha Noi,1,Huyen Phuc Tho,272,Xa Hat Mon,9751,Xa,3.804,1.964,"7,470","1,932","1,892","2,113","1,533","1,893","1,887"
Thanh pho Ha Noi,1,Huyen Phuc Tho,272,Xa Tich Giang,9754,Xa,6.203,1.386,"8,600","1,992","2,261","2,551","1,796","2,284","2,260"
Thanh pho Ha Noi,1,Huyen Phuc Tho,272,Xa Thanh Da,9757,Xa,4.152,1.753,"7,280","1,775","1,982","2,265","1,258","1,840","1,811"
Thanh pho Ha Noi,1,Huyen Phuc Tho,272,Xa Trach My Loc,9760,Xa,6.585,1.085,"7,143","1,816","1,856","2,190","1,281","1,794","1,789"
Thanh pho Ha Noi,1,Huyen Phuc Tho,272,Xa Phuc Hoa,9763,Xa,4.465,1.536,"6,856","1,630","1,867","2,140","1,219","1,797","1,794"
Thanh pho Ha Noi,1,Huyen Phuc Tho,272,Xa Ngoc Tao,9766,Xa,5.484,1.569,"8,601","2,182","2,244","2,557","1,618","2,267","2,247"
Thanh pho Ha Noi,1,Huyen Phuc Tho,272,Xa Phung Thuong,9769,Xa,4.943,2.852,"14,099","3,196","4,026","4,448","2,429","3,901","3,876"
Thanh pho Ha Noi,1,Huyen Phuc Tho,272,Xa Tam Thuan,9772,Xa,6.258,1.051,"6,578","1,663","1,760","2,015","1,140","1,674","1,658"
Thanh pho Ha Noi,1,Huyen Phuc Tho,272,Xa Tam Hiep,9775,Xa,5.649,2.178,"12,306","3,371","3,295","3,608","2,032","3,204","3,166"
Thanh pho Ha Noi,1,Huyen Phuc Tho,272,Xa Hiep Thuan,9778,Xa,7.361,1.45,"10,673","2,567","2,939","3,398","1,769","2,766","2,722"
Thanh pho Ha Noi,1,Huyen Phuc Tho,272,Xa Lien Hiep,9781,Xa,4.265,2.457,"10,478","2,680","2,877","3,310","1,611","2,570","2,541"
Thanh pho Ha Noi,1,Huyen Dan Phuong,273,Thi tran Phung,9784,Thi tran,2.634,4.026,"10,605","2,485","2,990","3,184","1,946","2,646","2,619"
Thanh pho Ha Noi,1,Huyen Dan Phuong,273,Xa Trung Chau,9787,Xa,8.076,1.109,"8,959","2,312","2,434","2,738","1,475","2,061","2,011"
Thanh pho Ha Noi,1,Huyen Dan Phuong,273,Xa Tho An,9790,Xa,5.591,2.067,"11,558","2,904","3,192","3,579","1,883","2,609","2,566"
Thanh pho Ha Noi,1,Huyen Dan Phuong,273,Xa Tho Xuan,9793,Xa,4.474,2.363,"10,570","2,553","2,960","3,321","1,736","2,430","2,377"
Thanh pho Ha Noi,1,Huyen Dan Phuong,273,Xa Hong Ha,9796,Xa,9.864,1.27,"12,525","3,033","3,402","3,957","2,133","3,056","3,022"
Thanh pho Ha Noi,1,Huyen Dan Phuong,273,Xa Lien Hong,9799,Xa,5.275,1.501,"7,918","2,035","2,122","2,374","1,387","2,190","2,173"
Thanh pho Ha Noi,1,Huyen Dan Phuong,273,Xa Lien Ha,9802,Xa,3.482,2.57,"8,951","2,382","2,505","2,732","1,332","2,208","2,156"
Thanh pho Ha Noi,1,Huyen Dan Phuong,273,Xa Ha Mo,9805,Xa,3.771,2.328,"8,777","2,089","2,431","2,649","1,608","2,375","2,331"
Thanh pho Ha Noi,1,Huyen Dan Phuong,273,Xa Lien Trung,9808,Xa,4.647,1.743,"8,100","2,085","2,173","2,489","1,353","2,150","2,090"
Thanh pho Ha Noi,1,Huyen Dan Phuong,273,Xa Phuong Dinh,9811,Xa,6.255,2.032,"12,707","2,995","3,510","4,041","2,161","2,932","2,884"
Thanh pho Ha Noi,1,Huyen Dan Phuong,273,Xa Thuong Mo,9814,Xa,3.544,2.629,"9,319","2,414","2,655","2,900","1,350","2,189","2,134"
Thanh pho Ha Noi,1,Huyen Dan Phuong,273,Xa Tan Hoi,9817,Xa,5.547,3.455,"19,164","4,249","5,398","6,116","3,401","5,478","5,438"
Thanh pho Ha Noi,1,Huyen Dan Phuong,273,Xa Tan Lap,9820,Xa,5.72,3.971,"22,711","6,013","6,450","6,896","3,352","6,604","6,526"
Thanh pho Ha Noi,1,Huyen Dan Phuong,273,Xa Dan Phuong,9823,Xa,3.807,2.423,"9,224","2,226","2,505","2,803","1,690","2,486","2,482"
Thanh pho Ha Noi,1,Huyen Dan Phuong,273,Xa Dong Thap,9826,Xa,2.767,3.004,"8,313","2,044","2,247","2,597","1,425","1,966","1,870"
Thanh pho Ha Noi,1,Huyen Dan Phuong,273,Xa Song Phuong,9829,Xa,2.551,1.999,"5,100","1,271","1,433","1,483",913,"1,246","1,224"
Thanh pho Ha Noi,1,Huyen Hoai Duc,274,Thi tran Tram Troi,9832,Thi tran,1.224,5.079,"6,217","1,610","1,789","1,864",954,"1,565","1,533"
Thanh pho Ha Noi,1,Huyen Hoai Duc,274,Xa Duc Thuong,9835,Xa,5.135,2.899,"14,884","4,020","4,227","4,602","2,035","3,820","3,771"
Thanh pho Ha Noi,1,Huyen Hoai Duc,274,Xa Minh Khai,9838,Xa,1.935,3.163,"6,120","1,497","1,718","1,894","1,011","1,461","1,418"
Thanh pho Ha Noi,1,Huyen Hoai Duc,274,Xa Duong Lieu,9841,Xa,4.319,3.088,"13,339","3,186","3,657","4,138","2,358","3,143","3,081"
Thanh pho Ha Noi,1,Huyen Hoai Duc,274,Xa Di Trach,9844,Xa,2.823,3.761,"10,618","2,700","2,874","3,695","1,349","3,204","3,179"
Thanh pho Ha Noi,1,Huyen Hoai Duc,274,Xa Duc Giang,9847,Xa,3.284,3.905,"12,824","3,202","3,622","4,062","1,938","3,417","3,393"
Thanh pho Ha Noi,1,Huyen Hoai Duc,274,Xa Cat Que,9850,Xa,4.282,4.053,"17,356","4,390","4,927","5,675","2,364","4,084","4,035"
Thanh pho Ha Noi,1,Huyen Hoai Duc,274,Xa Kim Chung,9853,Xa,3.877,4.301,"16,677","4,667","4,859","5,057","2,094","4,338","4,319"
Thanh pho Ha Noi,1,Huyen Hoai Duc,274,Xa Yen So,9856,Xa,4.984,2.22,"11,063","2,539","2,994","3,321","2,209","2,839","2,796"
Thanh pho Ha Noi,1,Huyen Hoai Duc,274,Xa Son Dong,9859,Xa,3.453,2.937,"10,141","2,712","2,742","3,129","1,558","2,663","2,590"
Thanh pho Ha Noi,1,Huyen Hoai Duc,274,Xa Van Canh,9862,Xa,4.483,3.175,"14,235","4,098","3,886","4,226","2,025","3,595","3,581"
Thanh pho Ha Noi,1,Huyen Hoai Duc,274,Xa Dac So,9865,Xa,2.006,2.426,"4,868","1,263","1,338","1,473",794,"1,271","1,253"
Thanh pho Ha Noi,1,Huyen Hoai Duc,274,Xa Lai Yen,9868,Xa,3.358,2.298,"7,718","2,079","2,041","2,273","1,325","2,196","2,190"
Thanh pho Ha Noi,1,Huyen Hoai Duc,274,Xa Tien Yen,9871,Xa,3.088,2.265,"6,993","1,732","1,962","2,234","1,065","2,000","1,960"
Thanh pho Ha Noi,1,Huyen Hoai Duc,274,Xa Song Phuong,9874,Xa,5.709,2.337,"13,340","3,403","3,761","4,157","2,019","3,341","3,264"
Thanh pho Ha Noi,1,Huyen Hoai Duc,274,Xa An Khanh,9877,Xa,8.468,4.843,"41,011","11,965","12,061","12,855","4,130","11,437","11,388"
Thanh pho Ha Noi,1,Huyen Hoai Duc,274,Xa An Thuong,9880,Xa,7.846,2.146,"16,838","4,775","4,520","5,145","2,398","4,362","4,327"
Thanh pho Ha Noi,1,Huyen Hoai Duc,274,Xa Van Con,9883,Xa,6.698,2.108,"14,115","3,927","3,959","4,424","1,805","3,670","3,644"
Thanh pho Ha Noi,1,Huyen Hoai Duc,274,Xa La Phu,9889,Xa,3.464,3.425,"11,863","3,055","3,339","3,757","1,712","3,231","3,228"
Thanh pho Ha Noi,1,Huyen Hoai Duc,274,Xa Dong La,9892,Xa,4.494,2.839,"12,758","3,702","3,444","3,807","1,805","3,306","3,267"
Thanh pho Ha Noi,1,Huyen Quoc Oai,275,Xa Dong Xuan,4939,Xa,10.117,0.538,"5,444","1,361","1,585","1,868",630,"1,279","1,279"
Thanh pho Ha Noi,1,Huyen Quoc Oai,275,Thi tran Quoc Oai,9895,Thi tran,2.655,5.458,"14,491","3,684","3,944","4,413","2,450","3,588","3,558"
Thanh pho Ha Noi,1,Huyen Quoc Oai,275,Xa Sai Son,9898,Xa,4.263,4.729,"20,161","5,074","5,486","6,047","3,554","5,464","5,438"
Thanh pho Ha Noi,1,Huyen Quoc Oai,275,Xa Phuong Cach,9901,Xa,5.089,1.253,"6,376","1,877","1,697","1,826",976,"1,710","1,700"
Thanh pho Ha Noi,1,Huyen Quoc Oai,275,Xa Yen Son,9904,Xa,10.994,0.708,"7,780","2,003","2,094","2,339","1,344","2,079","2,062"
Thanh pho Ha Noi,1,Huyen Quoc Oai,275,Xa Ngoc Liep,9907,Xa,2.093,4.317,"9,035","2,262","2,535","2,896","1,342","2,453","2,442"
Thanh pho Ha Noi,1,Huyen Quoc Oai,275,Xa Ngoc My,9910,Xa,5.565,2.162,"12,030","3,053","3,228","3,642","2,107","3,156","3,129"
Thanh pho Ha Noi,1,Huyen Quoc Oai,275,Xa Liep Tuyet,9913,Xa,3.671,1.533,"5,627","1,408","1,494","1,701","1,024","1,464","1,457"
Thanh pho Ha Noi,1,Huyen Quoc Oai,275,Xa Thach Than,9916,Xa,9.858,0.72,"7,101","1,831","1,953","2,181","1,136","2,047","2,044"
Thanh pho Ha Noi,1,Huyen Quoc Oai,275,Xa Dong Quang,9919,Xa,6.387,2.395,"15,297","4,111","4,137","4,702","2,347","4,038","4,014"
Thanh pho Ha Noi,1,Huyen Quoc Oai,275,Xa Phu Cat,9922,Xa,3.938,2.159,"8,503","2,284","2,415","2,723","1,081","2,153","2,145"
Thanh pho Ha Noi,1,Huyen Quoc Oai,275,Xa Tuyet Nghia,9925,Xa,5.144,1.393,"7,167","1,854","1,915","2,180","1,218","1,577","1,566"
Thanh pho Ha Noi,1,Huyen Quoc Oai,275,Xa Nghia Huong,9928,Xa,12.7,0.574,"7,286","1,655","2,086","2,238","1,307","2,017","1,998"
Thanh pho Ha Noi,1,Huyen Quoc Oai,275,Xa Cong Hoa,9931,Xa,18.377,0.407,"7,483","1,674","2,161","2,461","1,187","1,817","1,779"
Thanh pho Ha Noi,1,Huyen Quoc Oai,275,Xa Tan Phu,9934,Xa,11.207,0.525,"5,887","1,598","1,609","1,911",769,"1,378","1,374"
Thanh pho Ha Noi,1,Huyen Quoc Oai,275,Xa Dai Thanh,9937,Xa,8.993,0.735,"6,606","1,892","1,812","2,021",881,"1,642","1,614"
Thanh pho Ha Noi,1,Huyen Quoc Oai,275,Xa Phu Man,9940,Xa,4.462,0.523,"2,332",582,695,762,293,596,595
Thanh pho Ha Noi,1,Huyen Quoc Oai,275,Xa Can Huu,9943,Xa,3.844,2.771,"10,650","2,540","2,901","3,283","1,926","3,054","3,035"
Thanh pho Ha Noi,1,Huyen Quoc Oai,275,Xa Tan Hoa,9946,Xa,2.921,2.808,"8,202","2,017","2,315","2,571","1,299","1,845","1,810"
Thanh pho Ha Noi,1,Huyen Quoc Oai,275,Xa Hoa Thach,9949,Xa,2.698,5.076,"13,696","3,729","3,815","4,189","1,963","3,446","3,439"
Thanh pho Ha Noi,1,Huyen Quoc Oai,275,Xa Dong Yen,9952,Xa,16.153,0.821,"13,258","3,515","3,541","4,062","2,140","3,128","3,118"
Thanh pho Ha Noi,1,Huyen Thach That,276,Xa Yen Trung,4927,Xa,2.976,1.294,"3,850",931,"1,085","1,327",507,941,935
Thanh pho Ha Noi,1,Huyen Thach That,276,Xa Yen Binh,4930,Xa,5.31,1.379,"7,323","1,966","2,018","2,276","1,063","1,833","1,822"
Thanh pho Ha Noi,1,Huyen Thach That,276,Xa Tien Xuan,4936,Xa,4.088,1.86,"7,605","1,945","2,116","2,479","1,065","1,773","1,768"
Thanh pho Ha Noi,1,Huyen Thach That,276,Thi tran Lien Quan,9955,Thi tran,8.783,0.746,"6,552","1,553","1,801","2,032","1,166","1,829","1,822"
Thanh pho Ha Noi,1,Huyen Thach That,276,Xa Dai Dong,9958,Xa,6.225,1.654,"10,294","2,456","2,892","3,129","1,817","2,869","2,852"
Thanh pho Ha Noi,1,Huyen Thach That,276,Xa Cam Yen,9961,Xa,4.78,1.098,"5,247","1,284","1,454","1,655",854,"1,232","1,232"
Thanh pho Ha Noi,1,Huyen Thach That,276,Xa Lai Thuong,9964,Xa,5.048,1.983,"10,009","2,485","2,710","3,132","1,682","2,555","2,545"
Thanh pho Ha Noi,1,Huyen Thach That,276,Xa Phu Kim,9967,Xa,4.62,2.116,"9,777","2,486","2,607","2,918","1,766","2,942","2,926"
Thanh pho Ha Noi,1,Huyen Thach That,276,Xa Huong Ngai,9970,Xa,3.158,2.686,"8,482","2,092","2,196","2,508","1,686","2,444","2,443"
Thanh pho Ha Noi,1,Huyen Thach That,276,Xa Canh Nau,9973,Xa,11.759,1.267,"14,897","3,850","4,134","4,863","2,050","3,490","3,471"
Thanh pho Ha Noi,1,Huyen Thach That,276,Xa Kim Quan,9976,Xa,2.734,3.207,"8,768","2,396","2,299","2,603","1,470","2,360","2,359"
Thanh pho Ha Noi,1,Huyen Thach That,276,Xa Di Nau,9979,Xa,30.57,0.251,"7,682","1,971","2,086","2,435","1,190","1,928","1,916"
Thanh pho Ha Noi,1,Huyen Thach That,276,Xa Binh Yen,9982,Xa,7.173,1.702,"12,210","3,342","3,404","3,715","1,749","3,026","3,005"
Thanh pho Ha Noi,1,Huyen Thach That,276,Xa Chang Son,9985,Xa,1.861,5.386,"10,024","2,721","2,733","3,022","1,548","2,615","2,579"
Thanh pho Ha Noi,1,Huyen Thach That,276,Xa Thach Hoa,9988,Xa,4.655,2.64,"12,290","2,204","3,300","5,625","1,161","2,762","2,747"
Thanh pho Ha Noi,1,Huyen Thach That,276,Xa Can Kiem,9991,Xa,8.496,1.154,"9,807","2,711","2,548","2,877","1,671","2,434","2,428"
Thanh pho Ha Noi,1,Huyen Thach That,276,Xa Huu Bang,9994,Xa,3.356,5.208,"17,477","4,827","4,823","5,360","2,467","4,494","4,477"
Thanh pho Ha Noi,1,Huyen Thach That,276,Xa Phung Xa,9997,Xa,4.957,2.636,"13,069","3,487","3,608","4,099","1,875","3,400","3,332"
Thanh pho Ha Noi,1,Huyen Thach That,276,Xa Tan Xa,10000,Xa,7.112,0.811,"5,765","1,631","1,531","1,704",899,"1,354","1,353"
Thanh pho Ha Noi,1,Huyen Thach That,276,Xa Thach Xa,10003,Xa,6.649,1.137,"7,562","2,027","2,023","2,302","1,210","2,108","2,079"
Thanh pho Ha Noi,1,Huyen Thach That,276,Xa Binh Phu,10006,Xa,15.631,0.851,"13,309","3,601","3,695","4,226","1,787","3,235","3,211"
Thanh pho Ha Noi,1,Huyen Thach That,276,Xa Ha Bang,10009,Xa,16.62,0.435,"7,229","1,802","1,936","2,111","1,380","1,788","1,774"
Thanh pho Ha Noi,1,Huyen Thach That,276,Xa Dong Truc,10012,Xa,20.881,0.351,"7,326","1,723","2,054","2,346","1,203","1,835","1,834"
Thanh pho Ha Noi,1,Huyen Chuong My,277,Thi tran Chuc Son,10015,Thi tran,5.049,2.808,"14,177","3,888","3,847","4,254","2,188","3,227","3,190"
Thanh pho Ha Noi,1,Huyen Chuong My,277,Thi tran Xuan Mai,10018,Thi tran,9.616,2.314,"22,252","5,520","6,434","7,050","3,248","5,586","5,575"
Thanh pho Ha Noi,1,Huyen Chuong My,277,Xa Phung Chau,10021,Xa,5.481,2.36,"12,936","3,257","3,552","4,305","1,822","3,092","3,082"
Thanh pho Ha Noi,1,Huyen Chuong My,277,Xa Tien Phuong,10024,Xa,8.116,2.066,"16,764","4,498","4,452","5,096","2,718","4,085","4,051"
Thanh pho Ha Noi,1,Huyen Chuong My,277,Xa Dong Son,10027,Xa,8.056,1.343,"10,822","2,907","2,919","3,312","1,684","2,510","2,467"
Thanh pho Ha Noi,1,Huyen Chuong My,277,Xa Dong Phuong Yen,10030,Xa,4.792,2.44,"11,693","3,081","3,203","3,684","1,725","2,762","2,730"
Thanh pho Ha Noi,1,Huyen Chuong My,277,Xa Phu Nghia,10033,Xa,4.659,2.57,"11,971","3,242","3,342","3,766","1,621","3,092","3,078"
Thanh pho Ha Noi,1,Huyen Chuong My,277,Xa Truong Yen,10039,Xa,3.371,3.546,"11,954","3,084","3,321","3,758","1,791","2,806","2,794"
Thanh pho Ha Noi,1,Huyen Chuong My,277,Xa Ngoc Hoa,10042,Xa,4.678,1.957,"9,156","2,582","2,484","2,756","1,334","2,362","2,355"
Thanh pho Ha Noi,1,Huyen Chuong My,277,Xa Thuy Xuan Tien,10045,Xa,3.981,4.74,"18,869","5,151","5,170","5,670","2,878","4,761","4,751"
Thanh pho Ha Noi,1,Huyen Chuong My,277,Xa Thanh Binh,10048,Xa,3.189,2.326,"7,417","1,898","1,958","2,344","1,217","1,795","1,792"
Thanh pho Ha Noi,1,Huyen Chuong My,277,Xa Trung Hoa,10051,Xa,7.169,1.591,"11,405","2,941","3,202","3,665","1,597","2,546","2,543"
Thanh pho Ha Noi,1,Huyen Chuong My,277,Xa Dai Yen,10054,Xa,4.879,1.337,"6,523","1,834","1,726","1,916","1,047","1,648","1,642"
